number,opened_at,resolved_at,closed_at,category,subcategory,priority,assignment_group,incident_state,reassignment_count,reopen_count,final_end_time,Resolution_Time_Hours
INC0014610,2016-04-04 08:48:00,2016-04-04 08:52:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:52:00,0.06666666666666667
INC0014611,2016-04-04 08:48:00,2016-04-04 08:51:00,2016-04-09 08:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:51:00,0.05
INC0014612,2016-04-04 08:48:00,2016-04-04 17:14:00,2016-04-09 17:59:00,Category 40,Subcategory 43,3 - Moderate,Group 20,Closed,0,0,2016-04-04 17:14:00,8.433333333333334
INC0014615,2016-04-04 08:49:00,2016-04-05 15:07:00,2016-04-10 15:59:00,Category 26,Subcategory 175,3 - Moderate,Group 24,Closed,1,0,2016-04-05 15:07:00,30.3
INC0014616,2016-04-04 08:50:00,2016-04-05 15:33:00,2016-04-10 15:59:00,Category 26,Subcategory 174,3 - Moderate,Group 23,Closed,2,0,2016-04-05 15:33:00,30.716666666666665
INC0014617,2016-04-04 08:50:00,2016-04-04 08:52:00,2016-04-09 08:59:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:52:00,0.03333333333333333
INC0014618,2016-04-04 08:51:00,2016-04-04 10:06:00,2016-04-09 10:59:00,Category 9,Subcategory 174,3 - Moderate,Group 28,Closed,0,0,2016-04-04 10:06:00,1.25
INC0014621,2016-04-04 08:51:00,2016-04-04 10:38:00,2016-04-09 10:59:00,Category 46,Subcategory 247,2 - High,Group 57,Closed,0,0,2016-04-04 10:38:00,1.7833333333333334
INC0014622,2016-04-04 08:52:00,2016-04-04 09:23:00,2016-04-09 09:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:23:00,0.5166666666666667
INC0014623,2016-04-04 08:52:00,2016-04-04 08:55:00,2016-04-09 08:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:55:00,0.05
INC0014624,2016-04-04 08:53:00,2016-04-04 08:59:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 08:59:00,0.1
INC0014625,2016-04-04 08:53:00,,2016-04-09 09:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-09 09:59:00,121.1
INC0014626,2016-04-04 08:53:00,2016-04-04 14:57:00,2016-04-09 14:59:00,Category 53,Subcategory 174,4 - Low,Group 23,Closed,1,0,2016-04-04 14:57:00,6.066666666666666
INC0014627,2016-04-04 08:53:00,2016-04-04 08:56:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:56:00,0.05
INC0014628,2016-04-04 08:54:00,2016-04-04 08:56:00,2016-04-09 08:59:00,Category 46,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 08:56:00,0.03333333333333333
INC0014629,2016-04-04 08:54:00,2016-04-07 03:59:00,2016-04-12 04:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,4,0,2016-04-07 03:59:00,67.08333333333333
INC0014630,2016-04-04 08:54:00,2016-04-05 14:00:00,2016-04-10 14:59:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-04-05 14:00:00,29.1
INC0014631,2016-04-04 08:55:00,2016-04-04 09:17:00,2016-04-09 09:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:17:00,0.36666666666666664
INC0014632,2016-04-04 08:56:00,2016-04-04 16:24:00,2016-04-09 16:59:00,Category 46,Subcategory 174,3 - Moderate,Group 39,Closed,0,0,2016-04-04 16:24:00,7.466666666666667
INC0014633,2016-04-04 08:56:00,2016-04-04 08:57:00,2016-04-09 08:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:57:00,0.016666666666666666
INC0014634,2016-04-04 08:57:00,2016-04-04 09:15:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:15:00,0.3
INC0014635,2016-04-04 08:57:00,2016-04-04 16:53:00,2016-04-09 16:59:00,Category 9,Subcategory 164,3 - Moderate,Group 24,Closed,0,0,2016-04-04 16:53:00,7.933333333333334
INC0014636,2016-04-04 08:58:00,2016-04-04 08:59:00,2016-04-09 09:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 08:59:00,0.016666666666666666
INC0014637,2016-04-04 08:58:00,2016-04-04 09:15:00,2016-04-09 09:59:00,Category 20,Subcategory 125,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:15:00,0.2833333333333333
INC0014638,2016-04-04 08:59:00,2016-04-11 21:01:00,2016-04-16 21:07:00,Category 32,Subcategory 174,4 - Low,Group 70,Closed,1,0,2016-04-11 21:01:00,180.03333333333333
INC0014639,2016-04-04 08:59:00,2016-04-04 09:01:00,2016-04-09 09:59:00,Category 24,Subcategory 77,3 - Moderate,Group 24,Closed,0,0,2016-04-04 09:01:00,0.03333333333333333
INC0014640,2016-04-04 09:00:00,2016-04-04 09:07:00,2016-04-09 09:59:00,Category 46,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 09:07:00,0.11666666666666667
INC0014643,2016-04-04 09:01:00,2016-04-04 09:46:00,2016-04-06 13:52:00,Category 57,Subcategory 170,3 - Moderate,Group 65,Closed,0,0,2016-04-04 09:46:00,0.75
INC0014644,2016-04-04 09:01:00,2016-04-05 17:06:00,2016-04-10 17:59:00,Category 19,Subcategory 174,3 - Moderate,Group 73,Closed,1,0,2016-04-05 17:06:00,32.083333333333336
INC0014645,2016-04-04 09:01:00,2016-04-25 09:57:00,2016-04-30 10:07:00,Category 24,Subcategory 174,3 - Moderate,Group 27,Closed,1,0,2016-04-25 09:57:00,504.93333333333334
INC0014646,2016-04-04 09:01:00,2016-04-04 10:13:00,2016-04-09 10:59:00,Category 46,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 10:13:00,1.2
INC0014647,2016-04-04 09:03:00,2016-04-04 09:15:00,2016-05-23 11:07:00,Category 23,Subcategory 3,3 - Moderate,Group 20,Closed,0,0,2016-04-04 09:15:00,0.2
INC0014649,2016-04-04 09:04:00,2016-04-04 09:36:00,2016-04-06 13:52:00,Category 57,Subcategory 170,3 - Moderate,Group 65,Closed,2,0,2016-04-04 09:36:00,0.5333333333333333
INC0014654,2016-04-04 09:07:00,2016-04-04 09:09:00,2016-04-09 09:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:09:00,0.03333333333333333
INC0014655,2016-04-04 09:08:00,2016-04-04 09:38:00,2016-04-09 09:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:38:00,0.5
INC0014656,2016-04-04 09:08:00,2016-04-06 16:55:00,2016-04-11 16:59:00,Category 37,Subcategory 135,3 - Moderate,Group 30,Closed,3,0,2016-04-06 16:55:00,55.78333333333333
INC0014657,2016-04-04 09:09:00,2016-04-19 10:04:00,2016-04-24 10:07:00,Category 53,Subcategory 174,3 - Moderate,Group 12,Closed,2,0,2016-04-19 10:04:00,360.9166666666667
INC0014658,2016-04-04 09:10:00,2016-04-04 10:30:00,2016-04-09 10:59:00,Category 26,Subcategory 275,3 - Moderate,Group 73,Closed,1,0,2016-04-04 10:30:00,1.3333333333333333
INC0014659,2016-04-04 09:11:00,2016-04-05 14:04:00,2016-04-10 14:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,4,0,2016-04-05 14:04:00,28.883333333333333
INC0014660,2016-04-04 09:13:00,2016-04-04 09:20:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:20:00,0.11666666666666667
INC0014661,2016-04-04 09:14:00,2016-04-04 09:17:00,2016-04-09 09:59:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 09:17:00,0.05
INC0014662,2016-04-04 09:14:00,2016-04-04 09:17:00,2016-04-09 09:59:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:17:00,0.05
INC0014663,2016-04-04 09:14:00,2016-04-05 11:43:00,2016-04-10 11:59:00,Category 9,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-04-05 11:43:00,26.483333333333334
INC0014664,2016-04-04 09:14:00,2016-04-04 09:22:00,2016-04-09 09:59:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:22:00,0.13333333333333333
INC0014665,2016-04-04 09:15:00,2016-04-08 09:15:00,2016-04-13 09:59:00,Category 61,Subcategory 174,3 - Moderate,Group 25,Closed,1,0,2016-04-08 09:15:00,96.0
INC0014666,2016-04-04 09:15:00,2016-04-06 11:38:00,2016-04-11 11:59:00,Category 53,Subcategory 174,3 - Moderate,Group 12,Closed,4,0,2016-04-06 11:38:00,50.38333333333333
INC0014667,2016-04-04 09:15:00,2016-04-04 14:34:00,2016-04-09 14:59:00,Category 53,Subcategory 303,3 - Moderate,Group 23,Closed,2,0,2016-04-04 14:34:00,5.316666666666666
INC0014669,2016-04-04 09:18:00,2016-04-06 14:20:00,2016-04-11 14:59:00,Category 26,Subcategory 175,3 - Moderate,Group 29,Closed,1,0,2016-04-06 14:20:00,53.03333333333333
INC0014670,2016-04-04 09:19:00,2016-04-04 17:26:00,2016-04-09 17:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-04 17:26:00,8.116666666666667
INC0014672,2016-04-04 09:19:00,,2016-04-09 09:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-09 09:59:00,120.66666666666667
INC0014673,2016-04-04 09:20:00,2016-04-04 09:24:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:24:00,0.06666666666666667
INC0014674,2016-04-04 09:21:00,2016-04-06 15:14:00,2016-04-11 15:59:00,Category 24,Subcategory 174,3 - Moderate,Group 25,Closed,1,0,2016-04-06 15:14:00,53.88333333333333
INC0014675,2016-04-04 09:21:00,2016-04-19 10:09:00,2016-04-24 10:10:00,Category 53,Subcategory 174,3 - Moderate,Group 12,Closed,1,0,2016-04-19 10:09:00,360.8
INC0014676,2016-04-04 09:22:00,2016-04-06 09:39:00,2016-04-06 13:52:00,Category 46,Subcategory 174,3 - Moderate,Group 51,Closed,0,0,2016-04-06 09:39:00,48.28333333333333
INC0014678,2016-04-04 09:22:00,2016-04-19 10:10:00,2016-04-24 11:07:00,Category 57,Subcategory 174,3 - Moderate,Group 12,Closed,1,0,2016-04-19 10:10:00,360.8
INC0014679,2016-04-04 09:23:00,2016-04-05 15:48:00,2016-04-10 15:59:00,Category 61,Subcategory 164,3 - Moderate,Group 73,Closed,0,0,2016-04-05 15:48:00,30.416666666666668
INC0014681,2016-04-04 09:23:00,2016-04-07 15:03:00,2016-04-12 15:59:00,Category 37,Subcategory 123,3 - Moderate,Group 23,Closed,1,0,2016-04-07 15:03:00,77.66666666666667
INC0014682,2016-04-04 09:23:00,2016-04-05 15:45:00,2016-04-10 15:59:00,Category 53,Subcategory 174,3 - Moderate,Group 23,Closed,2,0,2016-04-05 15:45:00,30.366666666666667
INC0014683,2016-04-04 09:24:00,2016-04-04 09:28:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:28:00,0.06666666666666667
INC0014684,2016-04-04 09:25:00,2016-04-05 14:40:00,2016-04-10 14:59:00,Category 37,Subcategory 135,3 - Moderate,Group 48,Closed,1,0,2016-04-05 14:40:00,29.25
INC0014685,2016-04-04 09:25:00,2016-04-04 09:37:00,2016-04-09 09:59:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:37:00,0.2
INC0014687,2016-04-04 09:25:00,2016-04-19 10:12:00,2016-04-24 11:07:00,Category 53,Subcategory 174,3 - Moderate,Group 12,Closed,1,0,2016-04-19 10:12:00,360.78333333333336
INC0014689,2016-04-04 09:27:00,2016-04-19 15:37:00,2016-04-24 16:07:00,Category 24,Subcategory 174,3 - Moderate,Group 28,Closed,1,0,2016-04-19 15:37:00,366.1666666666667
INC0014690,2016-04-04 09:27:00,2016-04-04 16:27:00,2016-04-09 16:59:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-04-04 16:27:00,7.0
INC0014695,2016-04-04 09:29:00,2016-04-04 13:51:00,2016-04-09 13:59:00,Category 53,Subcategory 271,3 - Moderate,Group 20,Closed,2,0,2016-04-04 13:51:00,4.366666666666666
INC0014696,2016-04-04 09:32:00,2016-04-05 14:34:00,2016-04-10 14:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-04-05 14:34:00,29.033333333333335
INC0014698,2016-04-04 09:35:00,2016-04-04 09:38:00,2016-04-09 09:59:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:38:00,0.05
INC0014699,2016-04-04 09:35:00,2016-04-04 09:51:00,2016-04-09 09:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:51:00,0.26666666666666666
INC0014701,2016-04-04 09:36:00,2016-04-05 14:20:00,2016-04-10 14:59:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-04-05 14:20:00,28.733333333333334
INC0014702,2016-04-04 09:36:00,2016-04-04 09:37:00,2016-04-09 09:59:00,Category 37,Subcategory 135,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:37:00,0.016666666666666666
INC0014703,2016-04-04 09:37:00,2016-04-19 10:14:00,2016-04-24 11:07:00,Category 57,Subcategory 174,3 - Moderate,Group 12,Closed,1,0,2016-04-19 10:14:00,360.6166666666667
INC0014704,2016-04-04 09:38:00,2016-04-05 09:35:00,2016-04-10 09:59:00,Category 53,Subcategory 172,3 - Moderate,Group 56,Closed,3,0,2016-04-05 09:35:00,23.95
INC0014707,2016-04-04 09:38:00,2016-04-04 10:10:00,2016-04-09 10:59:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 10:10:00,0.5333333333333333
INC0014708,2016-04-04 09:39:00,2016-04-04 09:54:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:54:00,0.25
INC0014709,2016-04-04 09:39:00,2016-04-05 16:59:00,2016-04-10 17:59:00,Category 61,Subcategory 36,3 - Moderate,Group 73,Closed,1,0,2016-04-05 16:59:00,31.333333333333332
INC0014710,2016-04-04 09:40:00,2016-04-04 11:30:00,2016-04-09 11:59:00,Category 37,Subcategory 135,3 - Moderate,Group 50,Closed,2,0,2016-04-04 11:30:00,1.8333333333333333
INC0014711,2016-04-04 09:40:00,2016-04-12 12:44:00,2016-04-17 13:07:00,Category 26,Subcategory 164,3 - Moderate,Group 29,Closed,2,0,2016-04-12 12:44:00,195.06666666666666
INC0014712,2016-04-04 09:42:00,2016-04-25 16:24:00,2016-04-30 17:07:00,Category 46,Subcategory 220,3 - Moderate,Group 66,Closed,0,0,2016-04-25 16:24:00,510.7
INC0014713,2016-04-04 09:42:00,2016-04-06 11:18:00,2016-04-11 11:59:00,Category 46,Subcategory 223,3 - Moderate,Group 33,Closed,1,0,2016-04-06 11:18:00,49.6
INC0014715,2016-04-04 09:43:00,2016-04-04 10:36:00,2016-04-09 10:59:00,Category 9,Subcategory 164,3 - Moderate,Group 27,Closed,1,0,2016-04-04 10:36:00,0.8833333333333333
INC0014716,2016-04-04 09:43:00,2016-04-04 09:50:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:50:00,0.11666666666666667
INC0014717,2016-04-04 09:44:00,2016-04-05 13:39:00,2016-04-10 13:59:00,Category 23,Subcategory 174,3 - Moderate,Group 28,Closed,1,0,2016-04-05 13:39:00,27.916666666666668
INC0014718,2016-04-04 09:47:00,2016-04-04 09:56:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 09:56:00,0.15
INC0014719,2016-04-04 09:48:00,2016-04-05 14:25:00,2016-04-10 14:59:00,Category 32,Subcategory 9,3 - Moderate,Group 70,Closed,1,0,2016-04-05 14:25:00,28.616666666666667
INC0014720,2016-04-04 09:49:00,2016-04-04 09:58:00,2016-04-09 09:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,1,0,2016-04-04 09:58:00,0.15
INC0014722,2016-04-04 09:50:00,2016-04-05 12:34:00,2016-04-10 12:59:00,Category 61,Subcategory 174,3 - Moderate,Group 73,Closed,0,0,2016-04-05 12:34:00,26.733333333333334
INC0014723,2016-04-04 09:51:00,2016-04-05 16:47:00,2016-04-10 16:59:00,Category 43,Subcategory 107,3 - Moderate,Group 39,Closed,2,0,2016-04-05 16:47:00,30.933333333333334
INC0014724,2016-04-04 09:51:00,2016-04-04 10:58:00,2016-04-09 10:59:00,Category 32,Subcategory 174,3 - Moderate,Group 64,Closed,0,0,2016-04-04 10:58:00,1.1166666666666667
INC0014725,2016-04-04 09:52:00,2016-04-05 15:46:00,2016-04-10 15:59:00,Category 23,Subcategory 174,3 - Moderate,Group 25,Closed,1,0,2016-04-05 15:46:00,29.9
INC0014726,2016-04-04 09:52:00,2016-04-05 14:46:00,2016-04-10 14:59:00,Category 13,Subcategory 302,3 - Moderate,Group 70,Closed,4,0,2016-04-05 14:46:00,28.9
INC0014727,2016-04-04 09:54:00,2016-04-04 10:07:00,2016-04-09 10:59:00,Category 53,Subcategory 174,3 - Moderate,Group 70,Closed,0,0,2016-04-04 10:07:00,0.21666666666666667
INC0014728,2016-04-04 09:55:00,2016-04-05 12:28:00,2016-04-10 12:59:00,Category 61,Subcategory 174,3 - Moderate,Group 73,Closed,0,0,2016-04-05 12:28:00,26.55
INC0014729,2016-04-04 09:56:00,2016-04-12 14:22:00,2016-04-17 15:07:00,Category 26,Subcategory 174,3 - Moderate,Group 70,Closed,9,0,2016-04-12 14:22:00,196.43333333333334
INC0014730,2016-04-04 09:56:00,2016-04-04 11:03:00,2016-04-09 11:59:00,Category 37,Subcategory 285,3 - Moderate,Group 49,Closed,0,0,2016-04-04 11:03:00,1.1166666666666667
INC0014731,2016-04-04 09:56:00,2016-04-04 10:19:00,2016-04-09 10:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 10:19:00,0.38333333333333336
INC0014732,2016-04-04 09:57:00,2016-04-04 10:08:00,2016-04-09 10:59:00,Category 9,Subcategory 202,3 - Moderate,,Closed,0,0,2016-04-04 10:08:00,0.18333333333333332
INC0014733,2016-04-04 10:00:00,2016-04-04 10:22:00,2016-04-09 10:59:00,Category 53,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 10:22:00,0.36666666666666664
INC0014734,2016-04-04 10:00:00,2016-08-18 13:49:00,2016-08-23 14:00:00,Category 34,Subcategory 134,3 - Moderate,Group 9,Closed,3,0,2016-08-18 13:49:00,3267.8166666666666
INC0014735,2016-04-04 10:02:00,2016-04-04 10:11:00,2016-04-09 10:59:00,Category 32,Subcategory 174,3 - Moderate,,Closed,0,0,2016-04-04 10:11:00,0.15
INC0014736,2016-04-04 10:03:00,2016-04-04 15:16:00,2016-04-09 15:59:00,Category 37,Subcategory 123,3 - Moderate,Group 49,Closed,1,0,2016-04-04 15:16:00,5.216666666666667
INC0014737,2016-04-04 10:04:00,2016-04-04 11:26:00,2016-04-09 11:59:00,Category 17,Subcategory 174,3 - Moderate,Group 69,Closed,2,0,2016-04-04 11:26:00,1.3666666666666667
INC0014738,2016-04-04 10:07:00,2016-04-15 09:00:00,2016-04-20 09:07:00,Category 32,Subcategory 9,3 - Moderate,Group 66,Closed,10,0,2016-04-15 09:00:00,262.8833333333333
INC0014740,2016-04-04 10:10:00,2016-04-11 10:02:00,2016-04-16 10:07:00,Category 23,Subcategory 174,3 - Moderate,Group 25,Closed,1,0,2016-04-11 10:02:00,167.86666666666667
INC0014741,2016-04-04 10:10:00,2016-10-13 11:11:00,2016-10-18 13:00:00,Category 46,Subcategory 231,3 - Moderate,Group 15,Closed,1,0,2016-10-13 11:11:00,4609.016666666666
INC0014742,2016-04-04 10:12:00,2016-04-06 12:10:00,2016-04-11 12:59:00,Category 9,Subcategory 164,3 - Moderate,Group 25,Closed,0,0,2016-04-06 12:10:00,49.96666666666667
INC0014744,2016-04-04 10:16:00,2016-04-05 03:20:00,2016-04-10 03:59:00,Category 32,Subcategory 174,3 - Moderate,Group 70,Closed,1,0,2016-04-05 03:20:00,17.066666666666666
INC0014746,2016-04-04 10:18:00,2016-04-07 11:50:00,2016-04-08 07:48:00,Category 43,Subcategory 174,3 - Moderate,Group 13,Closed,1,0,2016-04-07 11:50:00,73.53333333333333
INC0014747,2016-04-04 10:20:00,2016-04-04 11:43:00,2016-04-09 11:59:00,Category 42,Subcategory 174,4 - Low,Group 28,Closed,0,0,2016-04-04 11:43:00,1.3833333333333333
INC0014748,2016-04-04 10:21:00,2016-04-08 08:19:00,2016-04-13 08:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,1,0,2016-04-08 08:19:00,93.96666666666667
INC0014749,2016-04-04 10:21:00,2016-04-04 10:29:00,2016-04-09 10:59:00,Category 42,Subcategory 223,3 - Moderate,Group 70,Closed,0,0,2016-04-04 10:29:00,0.13333333333333333
INC0014750,2016-04-04 10:21:00,2016-04-08 14:40:00,2016-04-13 14:59:00,Category 37,Subcategory 135,3 - Moderate,Group 24,Closed,3,0,2016-04-08 14:40:00,100.31666666666666
INC0014751,2016-04-04 10:23:00,2016-04-05 09:50:00,2016-04-10 09:59:00,Category 46,Subcategory 174,3 - Moderate,Group 6,Closed,1,0,2016-04-05 09:50:00,23.45
INC0014752,2016-04-04 10:28:00,2016-04-04 16:49:00,2016-04-09 16:59:00,Category 26,Subcategory 275,3 - Moderate,Group 70,Closed,0,0,2016-04-04 16:49:00,6.35
INC0014757,2016-04-04 10:31:00,2016-04-04 11:53:00,2016-04-09 11:59:00,Category 46,Subcategory 251,3 - Moderate,Group 22,Closed,0,0,2016-04-04 11:53:00,1.3666666666666667
INC0014759,2016-04-04 10:34:00,2016-04-05 14:29:00,2016-04-10 22:28:00,Category 24,Subcategory 174,3 - Moderate,Group 25,Closed,0,0,2016-04-05 14:29:00,27.916666666666668
INC0014760,2016-04-04 10:35:00,2016-04-04 15:06:00,2016-04-09 15:59:00,Category 37,Subcategory 174,3 - Moderate,Group 24,Closed,0,0,2016-04-04 15:06:00,4.516666666666667
INC0014761,2016-04-04 10:36:00,2016-04-05 10:01:00,2016-04-10 10:59:00,Category 42,Subcategory 223,3 - Moderate,Group 3,Closed,1,0,2016-04-05 10:01:00,23.416666666666668
INC0014762,2016-04-04 10:36:00,2016-04-05 14:57:00,2016-04-10 14:59:00,Category 26,Subcategory 175,3 - Moderate,Group 70,Closed,0,0,2016-04-05 14:57:00,28.35
INC0014763,2016-04-04 10:38:00,2016-04-04 15:08:00,2016-04-09 15:59:00,Category 40,Subcategory 43,3 - Moderate,Group 23,Closed,1,0,2016-04-04 15:08:00,4.5
INC0014765,2016-04-04 10:39:00,2016-04-12 10:18:00,2016-04-17 11:07:00,Category 57,Subcategory 174,3 - Moderate,Group 23,Closed,4,0,2016-04-12 10:18:00,191.65
INC0014766,2016-04-04 10:39:00,2016-04-04 17:30:00,2016-04-09 17:59:00,Category 46,Subcategory 251,3 - Moderate,Group 22,Closed,4,0,2016-04-04 17:30:00,6.85
INC0014769,2016-04-04 10:43:00,2016-04-29 14:23:00,2016-05-04 15:07:00,Category 46,Subcategory 150,3 - Moderate,Group 10,Closed,0,0,2016-04-29 14:23:00,603.6666666666666
INC0014770,2016-04-04 10:44:00,2016-04-29 17:01:00,2016-05-04 17:07:00,Category 53,Subcategory 174,3 - Moderate,Group 25,Closed,0,1,2016-04-29 17:01:00,606.2833333333333
INC0014771,2016-04-04 10:45:00,2016-04-11 17:01:00,2016-04-11 17:01:00,Category 46,Subcategory 191,3 - Moderate,Group 58,Closed,1,0,2016-04-11 17:01:00,174.26666666666668
INC0014772,2016-04-04 10:46:00,2016-04-04 16:35:00,2016-04-09 16:59:00,Category 42,Subcategory 223,3 - Moderate,Group 39,Closed,1,0,2016-04-04 16:35:00,5.816666666666666
INC0014773,2016-04-04 10:48:00,2016-04-04 13:15:00,2016-04-09 13:59:00,Category 26,Subcategory 275,3 - Moderate,Group 24,Closed,1,0,2016-04-04 13:15:00,2.45
INC0014774,2016-04-04 10:51:00,2016-04-11 12:36:00,2016-04-16 13:07:00,Category 9,Subcategory 198,3 - Moderate,Group 27,Closed,0,0,2016-04-11 12:36:00,169.75
INC0014775,2016-04-04 10:51:00,2016-04-05 12:27:00,2016-04-10 12:59:00,Category 61,Subcategory 36,3 - Moderate,Group 73,Closed,0,0,2016-04-05 12:27:00,25.6
INC0014776,2016-04-04 10:51:00,2016-04-19 10:17:00,2016-04-24 11:07:00,Category 61,Subcategory 174,3 - Moderate,Group 12,Closed,1,0,2016-04-19 10:17:00,359.43333333333334
INC0014777,2016-04-04 10:52:00,2016-04-07 15:23:00,2016-04-12 15:59:00,Category 26,Subcategory 175,3 - Moderate,Group 27,Closed,1,0,2016-04-07 15:23:00,76.51666666666667
INC0014778,2016-04-04 10:54:00,2016-04-06 15:46:00,2016-04-11 15:59:00,Category 46,Subcategory 259,3 - Moderate,Group 6,Closed,4,0,2016-04-06 15:46:00,52.86666666666667
